icd10_code,description,snomed_concept_id,snomed_concept_name
I38,"Endocarditis, valve unspecified",88805009,Chronic congestive heart failure (disorder)
I50.82,Biventricular heart failure,88805009,Chronic congestive heart failure (disorder)
I50.32,Chronic diastolic (congestive) heart failure,88805009,Chronic congestive heart failure (disorder)
I50.32,Chronic diastolic (congestive) heart failure,88805009,Chronic congestive heart failure (disorder)
I13.0,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",88805009,Chronic congestive heart failure (disorder)
I50.32,Chronic diastolic (congestive) heart failure,88805009,Chronic congestive heart failure (disorder)
N18.31,"Chronic kidney disease, stage 3a",88805009,Chronic congestive heart failure (disorder)
I13.0,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",88805009,Chronic congestive heart failure (disorder)
I50.22,Chronic systolic (congestive) heart failure,88805009,Chronic congestive heart failure (disorder)
N18.32,"Chronic kidney disease, stage 3b",88805009,Chronic congestive heart failure (disorder)
I13.0,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",88805009,Chronic congestive heart failure (disorder)
I50.22,Chronic systolic (congestive) heart failure,88805009,Chronic congestive heart failure (disorder)
N18.31,"Chronic kidney disease, stage 3a",88805009,Chronic congestive heart failure (disorder)
I13.0,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",88805009,Chronic congestive heart failure (disorder)
I50.32,Chronic diastolic (congestive) heart failure,88805009,Chronic congestive heart failure (disorder)
N18.32,"Chronic kidney disease, stage 3b",88805009,Chronic congestive heart failure (disorder)
J80,Acute respiratory distress syndrome,67782005,Acute respiratory distress syndrome (disorder)
O99.353,"Diseases of the nervous system complicating pregnancy, third trimester",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
O99.352,"Diseases of the nervous system complicating pregnancy, second trimester",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.219,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus",84757009,Epilepsy (disorder)
O99.351,"Diseases of the nervous system complicating pregnancy, first trimester",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
O99.350,"Diseases of the nervous system complicating pregnancy, unspecified trimester",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",84757009,Epilepsy (disorder)
R41.843,Psychomotor deficit,84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.919,"Epilepsy, unspecified, intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40,Epilepsy and recurrent seizures,84757009,Epilepsy (disorder)
P70.2,Neonatal diabetes mellitus,84757009,Epilepsy (disorder)
P90,Convulsions of newborn,84757009,Epilepsy (disorder)
R62.50,Unspecified lack of expected normal physiological development in childhood,84757009,Epilepsy (disorder)
G40.9,"Epilepsy, unspecified",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.411,"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus",84757009,Epilepsy (disorder)
O99.352,"Diseases of the nervous system complicating pregnancy, second trimester",84757009,Epilepsy (disorder)
G40.419,"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus",84757009,Epilepsy (disorder)
O99.354,Diseases of the nervous system complicating childbirth,84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.401,"Other generalized epilepsy and epileptic syndromes, not intractable, with status epilepticus",84757009,Epilepsy (disorder)
G40.802,"Other epilepsy, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.801,"Other epilepsy, not intractable, with status epilepticus",84757009,Epilepsy (disorder)
G40.A09,"Absence epileptic syndrome, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
O99.355,Diseases of the nervous system complicating the puerperium,84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.409,"Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.509,"Epileptic seizures related to external causes, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.501,"Epileptic seizures related to external causes, not intractable, with status epilepticus",84757009,Epilepsy (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",84757009,Epilepsy (disorder)
O99.351,"Diseases of the nervous system complicating pregnancy, first trimester",84757009,Epilepsy (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",84757009,Epilepsy (disorder)
F79,Unspecified intellectual disabilities,84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
Q18.9,"Congenital malformation of face and neck, unspecified",84757009,Epilepsy (disorder)
G40.80,Other epilepsy,84757009,Epilepsy (disorder)
G40.804,"Other epilepsy, intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.301,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status epilepticus",84757009,Epilepsy (disorder)
G40.309,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
F09,Unspecified mental disorder due to known physiological condition,84757009,Epilepsy (disorder)
G40.009,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
F79,Unspecified intellectual disabilities,84757009,Epilepsy (disorder)
Q30.8,Other congenital malformations of nose,84757009,Epilepsy (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
Q04.5,Megalencephaly,84757009,Epilepsy (disorder)
P01.3,Newborn affected by polyhydramnios,84757009,Epilepsy (disorder)
G40.311,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, with status epilepticus",84757009,Epilepsy (disorder)
O99.353,"Diseases of the nervous system complicating pregnancy, third trimester",84757009,Epilepsy (disorder)
F79,Unspecified intellectual disabilities,84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
O99.350,"Diseases of the nervous system complicating pregnancy, unspecified trimester",84757009,Epilepsy (disorder)
E88.89,Other specified metabolic disorders,84757009,Epilepsy (disorder)
G40.802,"Other epilepsy, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
G93.89,Other specified disorders of brain,84757009,Epilepsy (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",84757009,Epilepsy (disorder)
I78.1,"Nevus, non-neoplastic",84757009,Epilepsy (disorder)
R51.9,"Headache, unspecified",84757009,Epilepsy (disorder)
R06.03,Acute respiratory distress,241929008,Acute allergic reaction (disorder)
N30.90,"Cystitis, unspecified without hematuria",38822007,Cystitis (disorder)
N30.80,Other cystitis without hematuria,38822007,Cystitis (disorder)
N30.80,Other cystitis without hematuria,38822007,Cystitis (disorder)
N30.81,Other cystitis with hematuria,38822007,Cystitis (disorder)
N30.9,"Cystitis, unspecified",38822007,Cystitis (disorder)
N30.8,Other cystitis,38822007,Cystitis (disorder)
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",38822007,Cystitis (disorder)
N30,Cystitis,38822007,Cystitis (disorder)
F90.9,"Attention-deficit hyperactivity disorder, unspecified type",192127007,Child attention deficit disorder (disorder)
F98.8,Other specified behavioral and emotional disorders with onset usually occurring in childhood and adolescence,192127007,Child attention deficit disorder (disorder)
M19.041,"Primary osteoarthritis, right hand",201834006,"Localized, primary osteoarthritis of the hand (disorder)"
M19.042,"Primary osteoarthritis, left hand",201834006,"Localized, primary osteoarthritis of the hand (disorder)"
M19.049,"Primary osteoarthritis, unspecified hand",201834006,"Localized, primary osteoarthritis of the hand (disorder)"
M19.041,"Primary osteoarthritis, right hand",201834006,"Localized, primary osteoarthritis of the hand (disorder)"
M19.042,"Primary osteoarthritis, left hand",201834006,"Localized, primary osteoarthritis of the hand (disorder)"
O00.109,Unspecified tubal pregnancy without intrauterine pregnancy,79586000,Tubal pregnancy (disorder)
O00.10,Tubal pregnancy without intrauterine pregnancy,79586000,Tubal pregnancy (disorder)
O00.102,Left tubal pregnancy without intrauterine pregnancy,79586000,Tubal pregnancy (disorder)
O00.112,Left tubal pregnancy with intrauterine pregnancy,79586000,Tubal pregnancy (disorder)
O00.119,Unspecified tubal pregnancy with intrauterine pregnancy,79586000,Tubal pregnancy (disorder)
O00.101,Right tubal pregnancy without intrauterine pregnancy,79586000,Tubal pregnancy (disorder)
O00.11,Tubal pregnancy with intrauterine pregnancy,79586000,Tubal pregnancy (disorder)
O00.1,Tubal pregnancy,79586000,Tubal pregnancy (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,399211009,History of myocardial infarction (situation)
I25.2,Old myocardial infarction,399211009,History of myocardial infarction (situation)
I25.2,Old myocardial infarction,399211009,History of myocardial infarction (situation)
I51.0,"Cardiac septal defect, acquired",399211009,History of myocardial infarction (situation)
I23.8,Other current complications following acute myocardial infarction,399211009,History of myocardial infarction (situation)
I23.8,Other current complications following acute myocardial infarction,399211009,History of myocardial infarction (situation)
I51.89,Other ill-defined heart diseases,399211009,History of myocardial infarction (situation)
I22.8,Subsequent ST elevation (STEMI) myocardial infarction of other sites,399211009,History of myocardial infarction (situation)
I23.8,Other current complications following acute myocardial infarction,399211009,History of myocardial infarction (situation)
I21.9,"Acute myocardial infarction, unspecified",399211009,History of myocardial infarction (situation)
I21.19,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall,22298006,Myocardial infarction (disorder)
I21.4,Non-ST elevation (NSTEMI) myocardial infarction,22298006,Myocardial infarction (disorder)
I21.3,ST elevation (STEMI) myocardial infarction of unspecified site,22298006,Myocardial infarction (disorder)
I21.9,"Acute myocardial infarction, unspecified",22298006,Myocardial infarction (disorder)
I21.09,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall,22298006,Myocardial infarction (disorder)
I21.02,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery,22298006,Myocardial infarction (disorder)
I21.A,Other type of myocardial infarction,22298006,Myocardial infarction (disorder)
I21.A1,Myocardial infarction type 2,22298006,Myocardial infarction (disorder)
I21.A9,Other myocardial infarction type,22298006,Myocardial infarction (disorder)
I21.11,ST elevation (STEMI) myocardial infarction involving right coronary artery,22298006,Myocardial infarction (disorder)
I21.21,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery,22298006,Myocardial infarction (disorder)
I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",22298006,Myocardial infarction (disorder)
I50.9,"Heart failure, unspecified",22298006,Myocardial infarction (disorder)
I21.A1,Myocardial infarction type 2,22298006,Myocardial infarction (disorder)
I95.9,"Hypotension, unspecified",22298006,Myocardial infarction (disorder)
I21.A1,Myocardial infarction type 2,22298006,Myocardial infarction (disorder)
Z01.810,Encounter for preprocedural cardiovascular examination,22298006,Myocardial infarction (disorder)
I21.9,"Acute myocardial infarction, unspecified",22298006,Myocardial infarction (disorder)
I21.29,ST elevation (STEMI) myocardial infarction involving other sites,22298006,Myocardial infarction (disorder)
I21.01,ST elevation (STEMI) myocardial infarction involving left main coronary artery,22298006,Myocardial infarction (disorder)
I21.1,ST elevation (STEMI) myocardial infarction of inferior wall,22298006,Myocardial infarction (disorder)
I25.2,Old myocardial infarction,22298006,Myocardial infarction (disorder)
D64.9,"Anemia, unspecified",22298006,Myocardial infarction (disorder)
I21.A1,Myocardial infarction type 2,22298006,Myocardial infarction (disorder)
I10,Essential (primary) hypertension,22298006,Myocardial infarction (disorder)
I21.A1,Myocardial infarction type 2,22298006,Myocardial infarction (disorder)
I49.9,"Cardiac arrhythmia, unspecified",22298006,Myocardial infarction (disorder)
I21.A1,Myocardial infarction type 2,22298006,Myocardial infarction (disorder)
R57.9,"Shock, unspecified",22298006,Myocardial infarction (disorder)
I21.A1,Myocardial infarction type 2,22298006,Myocardial infarction (disorder)
I21.9,"Acute myocardial infarction, unspecified",22298006,Myocardial infarction (disorder)
Z51.89,Encounter for other specified aftercare,22298006,Myocardial infarction (disorder)
I25.3,Aneurysm of heart,22298006,Myocardial infarction (disorder)
I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",22298006,Myocardial infarction (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.01,Acute respiratory failure with hypoxia,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.01,Acute and subacute hepatic failure with coma,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G93.40,"Encephalopathy, unspecified",76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.01,Acute and subacute hepatic failure with coma,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.1,Acute kidney failure with acute cortical necrosis,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.0,Acute kidney failure with tubular necrosis,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.8,Other acute kidney failure,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.8,Other acute kidney failure,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.8,Other acute kidney failure,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
I95.9,"Hypotension, unspecified",76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.02,Acute respiratory failure with hypercapnia,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.01,Acute respiratory failure with hypoxia,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.2,Acute kidney failure with medullary necrosis,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.1,Acute kidney failure with acute cortical necrosis,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.0,Acute kidney failure with tubular necrosis,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G72.81,Critical illness myopathy,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G62.81,Critical illness polyneuropathy,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
D65,Disseminated intravascular coagulation [defibrination syndrome],76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G93.40,"Encephalopathy, unspecified",76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.8,Other acute kidney failure,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.00,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
B49,Unspecified mycosis,76571007,Septic shock (disorder)
A41.89,Other specified sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A41.01,Sepsis due to Methicillin susceptible Staphylococcus aureus,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A40.9,"Streptococcal sepsis, unspecified",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.01,Acute and subacute hepatic failure with coma,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.00,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
D65,Disseminated intravascular coagulation [defibrination syndrome],76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.1,Acute kidney failure with acute cortical necrosis,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.00,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.2,Acute kidney failure with medullary necrosis,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.8,Other acute kidney failure,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.8,Other acute kidney failure,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.8,Other acute kidney failure,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G72.81,Critical illness myopathy,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
G93.41,Metabolic encephalopathy,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
D65,Disseminated intravascular coagulation [defibrination syndrome],76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G62.81,Critical illness polyneuropathy,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.00,Acute and subacute hepatic failure without coma,76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.0,Acute kidney failure with tubular necrosis,76571007,Septic shock (disorder)
A41.81,Sepsis due to Enterococcus,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A41.52,Sepsis due to Pseudomonas,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A41.02,Sepsis due to Methicillin resistant Staphylococcus aureus,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
G93.40,"Encephalopathy, unspecified",76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.02,Acute respiratory failure with hypercapnia,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
G72.81,Critical illness myopathy,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.1,Acute kidney failure with acute cortical necrosis,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.0,Acute kidney failure with tubular necrosis,76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
J96.01,Acute respiratory failure with hypoxia,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
K72.01,Acute and subacute hepatic failure with coma,76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.2,Acute kidney failure with medullary necrosis,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.00,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.2,Acute kidney failure with medullary necrosis,76571007,Septic shock (disorder)
B37.7,Candidal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
O75.3,Other infection during labor,76571007,Septic shock (disorder)
A41.9,"Sepsis, unspecified organism",76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
P36.4,Sepsis of newborn due to Escherichia coli,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
N17.9,"Acute kidney failure, unspecified",76571007,Septic shock (disorder)
O85,Puerperal sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.00,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",76571007,Septic shock (disorder)
A41.51,Sepsis due to Escherichia coli [E. coli],76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
J96.00,"Acute respiratory failure, unspecified whether with hypoxia or hypercapnia",76571007,Septic shock (disorder)
A02.1,Salmonella sepsis,76571007,Septic shock (disorder)
R65.21,Severe sepsis with septic shock,76571007,Septic shock (disorder)
